cluster,age,gender,admissionheight,admissionweight,min_BUN,min_Hgb,min_WBC x 1000,min_anion gap,min_bicarbonate,min_chloride,min_creatinine,min_glucose,min_lactate,min_platelets x 1000,min_potassium,min_sodium,max_BUN,max_Hgb,max_WBC x 1000,max_anion gap,max_bicarbonate,max_chloride,max_creatinine,max_glucose,max_lactate,max_platelets x 1000,max_potassium,max_sodium,mean_BUN,mean_Hgb,mean_WBC x 1000,mean_anion gap,mean_bicarbonate,mean_chloride,mean_creatinine,mean_glucose,mean_lactate,mean_platelets x 1000,mean_potassium,mean_sodium,std_BUN,std_Hgb,std_WBC x 1000,std_anion gap,std_bicarbonate,std_chloride,std_creatinine,std_glucose,std_lactate,std_platelets x 1000,std_potassium,std_sodium,total_lab_measurements,sao2_fpc1,sao2_fpc2,sao2_fpc3,sao2_fpc4,sao2_fpc5,sao2_fpc6,sao2_fpc7,sao2_fpc8,hr_fpc1,hr_fpc2,rr_fpc1,rr_fpc2,rr_fpc3,rr_fpc4,ethnicity_African American,ethnicity_Asian,ethnicity_Caucasian,ethnicity_Hispanic,ethnicity_Native American,ethnicity_Other/Unknown,unittype_CCU-CTICU,unittype_CTICU,unittype_Cardiac ICU,unittype_MICU,unittype_Med-Surg ICU,unittype_Neuro ICU,unittype_SICU
0,0.12047492480664447,1.014686824524784,-0.47472342303069487,-0.10770038523180261,-0.017712514836570627,-0.14834356143327104,0.0911000568129014,-0.04979775496169003,-0.16445253396874598,0.07708906398995254,-0.06676642019360102,-0.017032783266975278,0.03426652508113102,0.09175240671944097,-0.19147084873266754,-0.08375503826163255,-0.010853934851838474,-0.1091780975837479,0.0909198906836646,-0.0009185899594443332,-0.15759595508889776,0.06096615660947298,-0.05818049896544598,0.06151078059909102,0.06016534410031281,0.10028817188002294,-0.05537311694596976,0.005354546080117876,-0.013812164388539334,-0.13291799885297761,0.09196450105145068,-0.02135906852957393,-0.16822477305099906,0.07064680881485629,-0.06098836730092198,0.03063228796938753,0.0469438259625744,0.09635319751799958,-0.12839336884582056,-0.035161518142434116,-0.0009716893592080635,0.10188711470941968,0.04362430429871343,0.09544072367028983,0.06133323669960436,-0.02523014116764662,-0.02028233274060414,0.07886381762218132,0.08730113049986024,0.06833167971061287,0.1163712003308676,0.1474080478012535,0.06152455293710006,-0.06413376161629525,-0.012319336145547423,-0.042542980584131355,-0.11676478248107743,-0.020540636434382056,-0.01926206444687276,-0.06296967044217211,0.02110882762061108,-0.007533644768208468,0.017034602884135993,-0.004698696364056662,0.003337245887462835,0.016797501444271556,-0.022685936620708804,-0.29543000990989865,-0.14709713068291705,0.5057625705492819,-0.21166691825983647,-0.1185444631062241,-0.21832315432270982,-0.2791630735556159,-0.09039845979045258,-0.2799784712070358,2.798282472286977,-1.4661638786986528,-0.15524073968189747,-0.16842786454257566
1,0.07327733250713259,1.014686824524784,-0.5063854977978387,-0.19196892898523,-0.10751926438214819,-0.09895040228401589,0.020395714485481234,0.05360524844719247,-0.021173605870761104,0.000798720117651602,-0.15807777746771748,0.012931707094442477,-0.002780748270701252,0.07750706545863618,-0.09484405430722254,0.03508280005017465,-0.11219642086789623,-0.10758625843905059,0.012478728885816212,0.01973001503836609,-0.037846469505779336,0.009202055071230723,-0.16467410900897347,0.00040705444545363325,-0.010624191892874285,0.07680720962173115,-0.08730460768221557,0.021266393094192586,-0.11112689531429053,-0.10623124051218984,0.016319423667977964,0.036179650420434556,-0.03106430348482318,0.004097181201835788,-0.16353474341730453,0.004056717369188669,-0.004431394518307829,0.07773371337841878,-0.10127945506839407,0.029039201687695002,-0.060485080458346024,-0.007864409344522543,-0.01740213536709045,-0.05581989875151552,-0.024151510019187986,0.020295209559295785,-0.08748573206482094,-0.009756967706343406,-0.007729458332693255,0.012693444200090621,0.003555762999396378,-0.021787677761608632,-0.0316932119023479,-0.04224875557774415,0.02195751533094155,0.0011728314229890997,0.0023707378238769267,0.035141430491306594,-0.010512860195860467,0.013180552041070194,-0.025231514504492097,-0.038197034283895266,0.019523604709775058,0.008282530249062474,-0.014025415602585736,-0.038642481914347084,0.02142992321032775,-0.29543000990989865,-0.14709713068291705,0.5057625705492819,-0.2116669182598365,-0.1185444631062241,-0.21832315432270982,-0.2791630735556159,-0.09039845979045258,-0.2799784712070358,-0.3573153378060339,0.6819628156092583,-0.15524073968189747,-0.16842786454257566
2,0.08910745053657013,-0.9853968955694296,0.5533208532526077,0.23035150312164246,0.07013179653610169,0.18399117553332547,-0.004646710996371202,-0.03482927689176483,0.12312835863931988,-0.10637040308873731,0.04329782305310564,0.03332881695151161,-0.015947585352627632,-0.0729388060514362,0.18336595788149448,-0.040394444177502514,0.05752285246149044,0.17197779179997488,-0.007738009591184481,-0.05631558719141256,0.10412313261029228,-0.1391005816018234,0.036313194003354296,-0.061971323133686945,-0.015872923426531578,-0.07737550844202973,0.09231280827637076,-0.08307484919809023,0.06421008871888832,0.1838474682355029,-0.005262633801112704,-0.04577769616681173,0.11772960244355507,-0.1253227405789387,0.039776682170230546,-0.0207004743326648,-0.015198790066617777,-0.07585544323620455,0.14856471079022532,-0.06373182852767942,-0.018555692535481897,-0.037795434564022394,-0.009870557064321486,-0.04915756598510424,-0.055494366294401104,-0.08174474357586285,-0.004950208026012468,-0.09829021762741967,-0.01097000077483776,-0.03094230433414839,-0.08145521838667799,-0.08785726703791735,-0.05043522779117093,0.0014393811440377917,0.0011877548832458095,-0.027455804404233314,0.006951399378095861,0.006611992280023085,-3.587910085503004e-05,-0.014344435577580021,0.020489835567712916,0.07345846464068745,0.007853389414058097,0.0016102441012060484,0.004403200453017042,0.018759922646392122,0.01793761087384611,-0.29543000990989865,-0.14709713068291705,0.5057625705492819,-0.2116669182598365,-0.1185444631062241,-0.21832315432270982,-0.2791630735556159,-0.09039845979045258,-0.2799784712070358,-0.3573153378060339,0.6819628156092583,-0.15524073968189747,-0.16842786454257566
3,0.13121463943950315,-0.9853968955694294,0.5515913835378548,0.29376277615531066,0.15510225248196605,0.15355703144962554,0.03701774467235286,-0.1668341444116224,-0.018920624520043228,-0.05666430680392233,0.06965780601290009,0.024626662990543963,0.037891943176954594,-0.1101666104748928,0.19121908721208006,-0.16616396067876493,0.16278446515964087,0.16415986505557195,0.029511758596504057,-0.12106037816792933,0.0012320449907085522,-0.06696784761967721,0.07192957016845822,-0.01034615804198023,-0.02451320557794453,-0.09663549475856752,0.18859337222853925,-0.15732382849600424,0.1622174918084632,0.16264385604040718,0.030389354151778965,-0.14962388217516098,-0.005795971105501471,-0.06198422164506714,0.07439908305051465,0.010599463405552014,-8.777975703209505e-05,-0.10336242888259815,0.1998706800390354,-0.16215850491588524,0.10369246205211315,-0.02042729674303144,-0.00886079758052807,0.052187871277352804,0.04608527423882864,-0.021991717913200533,0.04985170893705981,-0.0365122433785202,-0.05290605710074567,0.05280608831908904,-0.007753655781386731,0.006430720360144935,-0.06953773023568503,0.004856271468261596,-0.015443076872399073,-0.06149572008886023,-0.06252864510094805,-0.0004760599294015595,-0.01817229760611302,-0.06072067926837024,0.02602414622145251,0.0630121224116838,-0.07061494214061446,0.038204917471496846,-0.01743389505507384,0.0593909763545596,-0.06643722968563419,-0.29543000990989865,-0.14709713068291705,0.5057625705492819,-0.2116669182598365,-0.11854446310622409,-0.21832315432270982,-0.2791630735556159,-0.09039845979045258,-0.2799784712070358,2.798282472286977,-1.4661638786986528,-0.15524073968189747,-0.16842786454257566
4,-0.04953988972724488,-0.9853968955694294,0.6683253015361366,0.37976494337893546,0.04503534342733029,-0.028244542434398938,-0.0685481907805238,-0.17945480296072072,0.07376943476254111,-0.03477447073708015,-0.011516072412712243,-0.04901044659579013,0.03471014766980222,0.1105193045042335,0.14338397526797253,-0.14519328602897796,0.00910370070922009,-0.07600203552417872,-0.06239841516823197,-0.15673249422373067,0.02682900761696819,-0.07091814769798238,-0.029135163948018253,-0.16530462416864292,-0.10021987316270622,0.10804757794556803,0.09834087194727016,-0.1712373929342357,0.025172200951004243,-0.04987930745164671,-0.0650455341951848,-0.17375546561865482,0.05537595080342088,-0.05447170963975664,-0.022086335916181893,-0.13306577074950016,-0.03956384839659121,0.111845727356967,0.14333739908906462,-0.16157665235728924,-0.09836616202112178,-0.07642431490336479,0.027784853714157676,0.03733896040523809,-0.06677990126368685,-0.05894075403504298,-0.05075162481413389,-0.1626805824362295,-0.1790700485092599,0.03997728637189629,0.004966087375915555,-0.048791202704457894,-0.06895738986397291,-0.17345249318326472,-0.11573286203894484,0.05543150136312489,-0.20767914253069877,-0.06697007318120508,0.3273334683757448,-0.05860153999127223,-0.1574416389178713,-0.06395936237285468,-0.030184942921381644,0.16714219616208545,-0.15554934609425936,-0.07171513109936337,-0.13486993557917448,-0.29543000990989865,-0.14709713068291705,0.5057625705492819,-0.2116669182598365,-0.1185444631062241,-0.21832315432270982,-0.2791630735556159,-0.09039845979045258,-0.2799784712070358,-0.3573153378060339,-1.4661638786986528,-0.15524073968189747,5.936483547882157
5,-0.25086989528516995,-0.9853968955694296,0.5254307677773646,0.08343721923394919,0.061153543697782184,0.045137037545575596,-0.07843581464709852,0.030544717772792707,0.05733442603859319,0.09447634262320524,0.4630266343130245,-0.10759313128253344,0.21156338087476156,-0.05053823827264582,0.11426361137711226,0.2805057073027782,0.07019612172842637,0.002408685000531931,-0.09150341669458473,0.0676165221854916,0.08503833745741655,0.11683991598219892,0.4727735953896286,0.013294916813952675,0.18866268499090996,-0.06197451258193386,0.08155421222814324,0.2913514905005925,0.06660503037888131,0.024448095531631773,-0.08245582214153811,0.05714899186098753,0.0723975171595235,0.1024088040295387,0.4743935359258869,-0.037022113059155586,0.2093777601211533,-0.05553064200319546,0.10946496781452388,0.288981688809916,0.05564501580487822,-0.08617332172202048,-0.09014905815640181,0.08148043302589401,0.05361078352827144,0.06571336788874864,0.21637141890147893,0.1276769275786813,0.0896564791055444,-0.07848001312394949,-0.010506811290335243,0.05060222317730133,0.01630266331028129,0.08280638204301585,0.1317772918902848,-0.022482545097826562,0.13760450943379912,-0.04404817425362348,0.010907848685991027,0.11922594238102868,0.21642647252353472,-0.0776054032456449,-0.11008192869599057,-0.02745802722529122,0.08612780298828389,-0.03355184819356297,-0.0072624192250884245,3.3844538920296854,-0.14709713068291705,-1.9769538219801837,-0.2116669182598365,-0.1185444631062241,-0.21832315432270982,-0.2791630735556159,-0.09039845979045258,-0.2799784712070358,-0.3573153378060339,0.6819628156092583,-0.15524073968189747,-0.16842786454257566
6,0.11832368891905715,-0.9853968955694296,0.5198486500732666,0.10412759784689236,0.17229022805362254,0.2510367596013072,-0.02085931761297018,0.18088824554449673,0.10303247150088318,0.030864145083142114,0.02406218308724699,-0.05711708865906952,-0.09895085080627639,-0.055035950457299004,0.12783089254345253,0.001035848137925747,0.1552549561637641,0.2677419067688401,-0.023811435999034552,0.13497009211775715,0.11176720034404646,-0.008822721512622573,0.023987835781706626,-0.05569854283691252,-0.13038462434713471,-0.08470772108516365,0.09966681253025203,-0.024740328334923446,0.1624220581453631,0.26609456936072146,-0.022209930541827006,0.16098178718535677,0.11008529948876088,0.011827671626338935,0.023625049773989867,-0.0623096846160333,-0.12430215833764859,-0.07132843007041256,0.12442825673884127,-0.006898074678506973,0.005499053588826413,-0.014784271481261192,-0.0447684972045465,-0.0372967292187017,0.009767559834703288,-0.08336167044374991,0.014290006970926349,-0.01705228254142763,-0.1415146023189323,-0.14560590323339168,-0.03580735659246858,-0.056190037017600815,0.17442391620999695,0.019411011529526408,0.024360475202866265,-0.021674420643102453,-0.09131900635026685,0.02755433511964524,0.02343667142150901,-0.039395522518600776,0.1434872153745634,0.15289627071645584,0.030313439181943923,-0.12853149997693292,0.0937481260352116,-0.04628739417694366,-0.10338958485544406,-0.2954300099098986,-0.14709713068291705,0.5057625705492819,-0.2116669182598365,-0.1185444631062241,-0.21832315432270982,3.581667281875398,-0.09039845979045258,-0.2799784712070358,-0.3573153378060339,-1.4661638786986528,-0.15524073968189747,-0.16842786454257566
7,-0.3587780530366909,1.014686824524784,-0.46123525968535856,0.05411626522585401,0.004006222071208368,-0.29238237515455007,-0.11061510113478082,0.02566845621993492,0.08539866791494731,0.26115533976992494,0.29657038426533994,0.1638024624415557,-0.005216207476611809,0.122631423077633,-0.048989052395220146,0.3658439407569207,-0.027290024967832907,-0.39410055787235526,-0.1416346718423483,-0.009959332551202574,0.020193059489376105,0.1840326264266785,0.2607346447700911,0.08238484791145101,-0.026515256332990365,0.10419349727962235,-0.11640049532861645,0.28661256749426056,-0.011679739485198487,-0.35163508010753725,-0.1313955856086608,0.0032033893289031257,0.05245375694718588,0.22884508297429818,0.27934482472655253,0.13786407422629884,-0.01997758631026745,0.1131103034553787,-0.09074937570378487,0.33311450429074085,-0.10779804738238472,-0.20232144080740008,-0.1272769249302017,-0.052753331069935815,-0.1265501526719906,-0.18380636128602876,0.00527350420934059,0.0002575439975239712,-0.03640684977667766,-0.05468024564397984,-0.08741712196981027,-0.1568979487280448,-0.13861930508803977,-0.04459617968883644,-0.16445561361699157,-0.20105182481352918,0.05509802818004509,0.11244875046146835,-0.014758285121432643,-0.019792402364540964,-0.12106464509388279,-0.06264667123992616,-0.012014324981694713,0.0970413205904534,0.04049520719847503,-0.021370837272190257,0.01280102363674276,3.3844538920296854,-0.14709713068291705,-1.9769538219801837,-0.21166691825983647,-0.1185444631062241,-0.21832315432270982,-0.2791630735556159,-0.09039845979045258,-0.2799784712070358,-0.3573153378060339,0.6819628156092583,-0.15524073968189747,-0.16842786454257566
8,0.06337929381138997,1.014686824524784,-0.45450135401227953,-0.20934868643523172,-0.10660282444793745,-0.05326677971053822,0.022732920575689965,0.27430549079347205,-0.023590953908753654,0.035146391781766984,-0.1945104316168994,-0.05573461640877693,-0.05980015367951909,0.08650711513894506,-0.21114003523481303,-0.0435561283380159,-0.09302203651255708,-0.10848129477125149,0.012022861842468178,0.23268312820666565,-0.028516810535176677,0.06891098265464368,-0.17237253997563584,-0.09762044727737137,-0.04858427336726445,0.06768701943711153,-0.12737712599378292,0.0006144725895635196,-0.10363087679860265,-0.08033500249789575,0.018706661857716626,0.2649595137997435,-0.025551075623896472,0.050395087029591425,-0.1863551102233546,-0.09089194451792937,-0.06885512330289228,0.07703757211755473,-0.18208251876164266,-0.024109878694498835,0.015168086429447596,-0.09712188028433655,-0.009616376489620916,0.01580065069900279,0.024014759613150676,0.11175802749144863,-0.003816313810988476,-0.07014380050667032,-0.018096541277042848,-0.04776452162648117,0.06563630932828203,0.09130693679581918,-0.011478702330767884,-0.09548880798804088,0.003039907909461043,0.05118535374456713,-0.06918626014677057,-0.01857068400160439,0.059738024333020626,0.008214429047772098,-0.02975098966115766,0.0795642833642824,-0.015392658239304264,-0.07897752197777232,-0.1366459004703203,-0.010910315941955212,-0.030239247175369903,-0.29543000990989865,-0.14709713068291705,0.49462931318367886,-0.2116669182598365,-0.08018977769136658,-0.21832315432270982,3.5816672818753976,-0.09039845979045258,-0.2799784712070358,-0.3573153378060339,-1.4661638786986528,-0.15524073968189747,-0.16842786454257566
9,-0.00544177781433996,1.014686824524784,-0.5485300849390162,0.015885413563731684,-0.13097546165095372,-0.26025565331932715,-0.06702460333256322,-0.21236445118409245,-0.48752171900669594,0.054989868062179634,-0.21772982934424584,-0.07199035334009693,-0.0787822446969007,-0.16671183688319913,-0.10318001147963275,-0.33121323722368057,-0.06282373692673152,-0.01468528600147283,0.07048798609986694,-0.07598458927462483,-0.2837581154760182,0.23825215772385638,-0.14060243655768837,0.015293358027181443,0.05413785702023803,-0.013963199374696348,0.14450925457076655,-0.10616318605207781,-0.09779937523302151,-0.16154640655481423,0.008495554211037542,-0.14122117534210726,-0.4333069601405381,0.1645215877958395,-0.1858142087035462,-0.011848935107769864,-0.010671399504188737,-0.08928201840110861,0.005976706334824211,-0.23573908494914028,0.25475345286581724,0.5067594934893143,0.3714631014216605,0.24668001881541943,0.4900111161686543,0.5238696614161051,0.18432131918994943,0.07422665281625754,0.1363783704257999,0.6264710347332225,0.24810979036477548,0.44459005555512293,0.5689381367545354,-0.11558988376105937,-0.07189880944023094,0.23266045013256412,-0.020523506234765433,0.12211491623369024,0.13465946139389068,0.26211774699054474,-0.03145186447629808,-0.30803611184840446,-0.004095031369836274,0.036465939752113506,-0.07691641681833748,0.24152721807480595,-0.11250989295015887,-0.29543000990989865,-0.14709713068291705,0.5057625705492819,-0.2116669182598365,-0.1185444631062241,-0.21832315432270982,-0.2791630735556159,-0.09039845979045258,-0.2799784712070358,-0.3573153378060339,-1.4661638786986528,-0.15524073968189747,5.936483547882157
